regno,n,ran,wins,st_sum,st_n,ran1,win1,ran2,win2,ran3,win3,ran4,win4,ran5,win5,ran6,win6
3883,57,57,0,10.530000000000001,57,6,0,11,0,9,0,11,0,12,0,8,0
3885,434,428,76,71.83000000000001,431,74,46,75,12,77,8,76,8,61,1,65,1
3888,531,527,90,76.75,530,96,52,93,13,90,10,90,11,79,1,79,3
3889,373,368,32,63.53,371,53,20,68,5,66,4,63,2,63,1,55,0
3891,447,443,29,77.68,446,61,20,79,7,90,0,79,1,78,1,56,0
3892,382,376,50,61.8,381,56,33,71,8,65,4,61,1,65,3,58,1
3893,384,377,43,61.99,379,55,23,68,7,72,9,65,2,62,2,55,0
3895,236,235,16,40.81,235,33,6,45,3,46,4,39,2,45,1,27,0
3896,392,390,50,64.27,392,67,35,62,8,66,1,75,4,53,1,67,1
3897,468,460,121,61.82,460,106,76,70,13,71,7,71,13,67,9,75,3
3898,523,521,153,73.96,520,118,88,86,15,86,18,71,17,75,11,85,4
3900,456,449,95,78.03,451,88,60,75,8,82,11,67,9,72,4,65,3
3901,364,361,46,73.84,362,49,29,69,6,75,6,65,3,60,2,43,0
3902,5,3,1,0.9299999999999999,4,1,1,0,0,1,0,0,0,1,0,0,0
3903,1,1,0,0.17,1,0,0,0,0,0,0,0,0,0,0,1,0
3904,375,370,61,64.22,373,66,34,61,10,65,10,55,4,58,3,65,0
3905,480,477,97,74.96,479,93,61,80,8,81,11,76,7,74,7,73,3
3906,453,448,40,87.73000000000002,450,59,21,84,7,88,6,73,2,82,3,62,1
3907,505,500,87,85.63,503,89,58,87,10,82,8,77,5,84,3,81,3
3908,555,552,142,79.60000000000001,552,119,81,94,14,84,15,80,9,86,16,89,7
3909,534,529,157,60.470000000000006,533,114,88,86,15,98,17,79,17,76,12,76,8
3910,435,432,48,71.47,435,59,21,89,8,76,9,70,5,81,4,57,1
3911,497,492,72,85.06,496,82,32,84,11,82,8,88,11,94,9,62,1
3912,488,486,117,68.78999999999999,485,88,58,78,21,82,17,79,11,77,9,82,1
3915,522,516,97,94.53000000000002,520,100,62,94,17,86,6,85,7,71,5,80,0
3918,531,522,111,87.52000000000001,529,105,59,87,14,92,16,81,12,72,8,85,2
3920,337,333,45,56.55,336,55,24,62,3,64,6,60,5,46,2,46,5
3921,296,291,33,57.059999999999995,293,45,16,50,8,48,5,56,4,45,0,47,0
3922,464,458,26,84.78,462,61,14,95,1,85,6,81,3,81,2,55,0
3928,414,413,39,70.51,413,58,25,74,3,84,9,73,1,68,1,56,0
3929,418,415,43,66.03999999999999,417,60,21,73,8,76,4,75,3,70,5,61,2
3930,423,418,69,65.74000000000001,421,68,38,74,11,77,7,69,10,70,2,60,1
3931,316,302,49,48.599999999999994,306,49,29,50,7,43,4,42,5,48,2,70,2
3932,346,344,51,60.78,344,51,21,65,17,67,5,55,5,60,3,46,0
3933,461,460,53,79.66,461,67,20,84,7,96,6,82,7,70,11,61,2
3934,485,482,47,76.65,484,79,27,78,8,85,4,94,5,82,3,64,0
3935,350,345,37,59.57000000000001,350,55,21,62,4,59,7,59,5,49,0,61,0
3939,251,247,56,36.5,250,56,34,31,7,42,4,40,7,33,4,45,0
3940,572,567,147,84.03,570,128,85,96,19,84,19,93,14,83,6,83,4
3941,501,495,155,60.900000000000006,499,114,96,73,15,80,16,80,14,78,12,70,2
3942,459,451,108,68.67000000000002,455,109,67,74,11,70,11,69,9,61,7,68,3
3943,67,66,1,11.249999999999998,66,9,1,14,0,14,0,11,0,10,0,8,0
3944,485,479,107,79.92,481,97,65,78,14,83,11,82,12,64,4,75,1
3945,354,351,21,70.19999999999999,352,46,10,67,3,68,3,55,4,66,0,49,1
3946,597,592,158,89.15,593,136,88,95,17,95,14,92,16,88,13,86,10
3947,432,431,42,76.12,432,68,26,80,5,75,5,74,2,72,2,62,2
3948,381,375,28,72.50999999999999,378,53,17,72,4,66,6,56,0,62,0,66,1
3949,349,343,14,58.58,345,50,5,61,4,62,3,57,1,56,1,57,0
3950,284,281,13,43.650000000000006,283,39,5,56,2,47,3,49,2,50,1,40,0
3951,534,518,88,97.84,530,98,52,88,18,94,10,80,6,82,2,76,0
3952,526,520,155,74.09,524,115,73,85,20,86,23,73,19,82,12,79,8
3953,308,303,22,53.36,304,38,18,56,1,55,0,56,2,56,1,42,0
3955,376,369,46,68.91,372,54,21,66,7,75,9,64,4,60,4,50,1
3956,491,485,126,78.24000000000001,487,99,72,79,16,88,14,77,11,71,8,71,5
3957,471,467,55,88.05000000000001,470,78,30,79,7,81,10,80,6,83,1,66,1
3959,512,504,130,70.24000000000001,511,105,68,82,19,79,13,75,11,80,14,83,5
3960,501,497,132,54.010000000000005,499,114,78,76,15,74,11,82,12,73,7,78,9
3961,457,455,107,73.88,454,97,69,74,9,79,15,61,4,65,6,79,4
3963,490,488,89,78.97,489,90,52,81,7,89,9,73,10,77,9,78,2
3964,411,407,28,83.73,411,58,17,76,6,76,2,68,1,77,1,52,1
3965,521,516,94,82.10000000000001,517,92,48,91,12,90,11,90,15,73,5,80,3
3966,599,596,153,105.35,598,128,75,104,25,97,16,95,21,86,13,86,3
3967,390,388,27,75.47999999999999,389,55,23,72,1,72,1,65,0,68,2,56,0
3968,391,386,64,63.95,387,63,33,64,10,73,13,63,3,59,3,64,2
3973,495,493,39,96.54,495,72,17,96,7,90,8,88,4,81,3,66,0
3974,351,346,26,56.07,349,45,15,64,4,67,3,63,2,63,1,44,1
3975,490,484,81,71.49000000000001,489,82,45,88,15,72,9,81,12,87,0,74,0
3976,357,355,34,61.05,354,49,19,67,4,65,5,60,4,66,2,48,0
3977,433,428,42,74.62,432,62,17,79,6,82,6,78,7,70,4,57,2
3978,551,544,115,79.8,547,104,71,86,15,93,10,88,11,87,6,86,2
3981,452,448,48,85.12,449,64,28,78,6,84,6,87,6,74,2,61,0
3982,371,365,32,59.84,367,49,15,70,4,69,3,62,7,64,2,51,1
3983,486,483,107,69.63,484,87,54,77,12,92,19,82,9,71,12,74,1
3984,539,534,137,86.61,536,116,90,89,11,89,20,83,7,82,5,75,4
3986,390,385,50,67.6,390,60,35,65,10,69,2,69,2,61,1,61,0
3987,462,458,95,69.31,459,85,50,69,11,87,11,75,12,66,7,76,4
3988,522,518,99,77.98,521,98,62,87,10,90,12,78,10,73,2,92,3
3989,369,366,25,78.16,368,51,13,63,7,66,2,71,2,60,1,55,0
3990,447,443,55,64.88,442,65,25,81,15,82,6,76,4,81,5,58,0
3992,409,402,74,56.88,405,72,35,67,15,70,9,71,10,62,3,60,2
3993,327,321,44,54.269999999999996,325,53,23,58,6,61,6,59,6,56,3,34,0
3994,408,406,44,77.08,408,68,24,72,8,76,5,65,4,65,2,60,1
3995,453,444,116,54.85000000000001,449,95,71,71,12,73,7,75,11,64,7,66,8
3996,181,181,69,26.4,181,40,34,36,11,30,12,24,6,22,2,29,4
3997,579,573,155,91.39,578,128,93,105,26,90,18,87,9,86,8,77,1
3998,454,453,33,74.50999999999999,454,64,21,87,6,85,4,71,2,87,0,59,0
3999,532,528,117,83.44,529,120,77,83,8,90,20,79,11,79,1,77,0
4000,595,590,116,101.30000000000001,595,122,78,93,12,103,16,90,5,88,2,94,3
4002,497,489,141,69.15,494,103,76,81,20,80,15,75,15,71,11,79,4
4003,429,426,52,73.02999999999999,428,74,33,74,9,70,6,69,0,67,3,72,1
4004,428,422,43,72.06,423,61,23,81,6,71,5,78,7,77,2,54,0
4005,173,172,9,29.340000000000003,171,21,4,34,3,31,2,34,0,30,0,22,0
4006,408,404,40,70.88,407,59,22,75,9,74,2,72,3,67,4,57,0
4007,378,373,45,48.77,373,48,21,70,7,69,9,61,4,67,2,58,2
4009,438,435,87,56.07000000000001,438,93,62,65,5,74,4,72,12,59,3,72,1
4010,296,290,13,52.01,295,39,10,51,1,57,1,53,0,51,1,39,0
4011,433,428,96,71.34,431,77,51,75,17,74,9,67,10,68,4,67,5
4012,459,455,105,68.26,457,95,51,78,14,78,15,69,13,67,4,68,8
4013,522,519,131,70.44,520,109,85,82,16,72,9,86,8,82,10,88,3
4014,444,442,76,77.55000000000001,443,88,48,73,12,78,10,76,4,59,1,68,1
4015,454,448,76,71.67,452,83,51,81,13,76,7,73,3,62,1,73,1
4016,406,396,43,62.339999999999996,403,60,15,70,7,74,7,69,8,59,5,64,1
4017,490,487,99,86.66,490,95,62,85,18,81,9,80,9,69,0,77,1
4019,489,486,142,81.47,488,107,82,79,14,74,17,78,14,71,9,77,6
4020,399,394,37,70.15,396,59,22,73,2,63,5,71,5,72,1,56,2
4022,402,400,50,62.79,400,71,28,65,7,73,11,70,2,62,0,59,2
4023,408,404,37,70.00999999999999,408,55,17,79,5,71,5,66,3,78,5,55,2
4024,483,475,119,71.68,481,100,66,74,13,68,12,77,12,72,7,84,9
4025,513,506,133,88.57,508,111,79,90,14,83,16,76,11,74,6,72,7
4027,463,456,94,72.71,459,88,46,79,15,73,7,75,19,68,4,73,3
4028,463,459,128,66.73,462,93,76,77,16,78,18,70,8,67,6,74,4
4030,491,482,76,68.06,488,88,49,80,3,82,11,78,7,85,4,69,2
4031,413,412,40,72.86,413,56,21,76,7,79,4,70,5,71,2,60,1
4033,542,535,151,75.94999999999999,538,108,87,101,22,89,19,84,19,75,2,78,2
4034,445,444,35,85.92999999999999,444,57,23,84,3,85,3,76,4,85,1,57,1
4035,475,473,41,96.08,474,60,20,87,5,95,7,83,3,86,5,62,1
4036,495,484,131,80.82000000000001,492,107,79,69,11,84,13,73,10,69,8,82,10
4037,128,127,20,22.110000000000003,127,21,7,24,7,19,2,19,1,22,2,22,1
4039,445,443,58,67.77000000000001,444,75,32,75,5,73,8,68,8,72,4,80,1
4040,533,532,111,76.72,532,98,63,93,6,91,19,94,16,78,6,78,1
4041,322,320,23,68.27,322,44,12,54,2,64,5,61,4,58,0,39,0
4042,551,544,139,92.85,548,115,78,86,21,92,18,83,12,79,7,89,3
4043,513,509,127,78.94,510,109,70,89,12,85,18,75,16,73,7,78,4
4044,508,500,124,69.08000000000001,505,103,64,71,14,85,14,88,19,74,8,79,5
4045,439,438,77,69.42,438,84,40,81,11,79,12,63,9,69,4,62,1
4046,116,113,7,23.15,115,15,6,22,0,21,0,21,1,17,0,17,0
4047,363,359,38,60.980000000000004,359,51,31,66,1,72,3,61,3,60,0,49,0
4049,557,550,123,94.33,554,114,83,88,13,100,14,91,5,78,6,79,2
4050,451,449,157,67.32,449,112,87,68,25,68,21,72,10,58,9,71,5
4051,463,458,118,76.68,461,107,70,78,13,69,16,71,10,68,4,65,5
4052,494,492,110,79.78,493,93,66,84,16,74,13,82,10,79,3,80,2
4053,446,441,90,72.01,441,82,50,72,14,74,13,71,6,70,5,72,2
4054,419,404,48,66.55,416,61,28,69,5,70,4,66,4,69,3,69,4
4055,558,554,138,83.46,554,110,76,101,25,84,14,90,8,85,7,84,8
4056,301,301,30,46.41,301,47,20,58,5,50,3,49,0,53,2,44,0
4057,552,546,94,86.67,548,104,60,96,13,90,6,95,11,82,4,79,0
4058,512,507,68,100.0,511,83,41,93,11,94,12,91,2,77,1,69,1
4059,478,474,96,71.89,474,89,47,74,10,76,9,84,19,72,7,79,4
4060,414,411,58,65.34,411,59,24,73,10,72,10,68,8,77,4,62,2
4061,538,533,144,71.88,537,119,87,85,12,84,19,80,9,79,6,86,11
4062,433,432,61,73.92,432,65,34,79,6,75,7,79,8,68,3,66,3
4063,552,550,139,76.38,550,125,90,84,13,85,13,87,12,84,3,85,8
4064,549,543,149,89.44,546,129,104,83,17,95,11,91,12,69,3,76,2
4065,378,376,75,64.78999999999999,378,69,40,65,14,65,7,66,7,56,6,55,1
4066,506,501,106,79.06,504,97,67,80,10,88,8,83,13,76,4,77,4
4067,587,582,154,98.24000000000001,585,125,77,96,22,94,19,107,20,84,11,76,5
4068,435,429,40,71.03999999999999,434,62,22,81,8,74,2,74,4,80,3,58,1
4069,506,498,103,85.02,502,106,65,73,12,84,15,85,5,79,4,71,2
4071,347,343,40,60.26,344,51,22,65,5,57,8,62,2,59,1,49,2
4072,493,486,162,67.03999999999999,486,111,87,80,28,77,20,77,15,78,7,63,5
4073,542,537,120,82.17,540,105,70,88,15,92,15,85,11,79,7,88,2
4074,559,554,137,73.69,557,119,81,88,18,96,13,89,13,77,5,85,7
4075,555,552,133,73.18,554,116,74,84,19,89,12,90,11,82,10,91,7
4076,502,494,80,100.25,500,93,51,80,9,88,10,86,4,74,5,73,1
4077,491,488,61,89.03,491,77,26,90,17,88,11,83,4,79,3,71,0
4078,203,202,12,37.67999999999999,202,30,8,38,0,38,4,34,0,38,0,24,0
4079,526,519,122,84.92,522,105,69,86,18,89,21,77,8,72,4,90,2
4080,335,329,98,39.71,329,64,53,60,8,55,23,47,7,53,5,50,2
4081,451,447,40,84.02000000000001,450,67,26,81,5,83,5,80,3,76,1,60,0
4082,383,378,61,62.89,378,52,27,64,11,64,9,72,9,70,4,56,1
4083,490,483,146,66.62,485,103,79,82,22,71,17,74,11,75,11,78,6
4084,579,570,146,89.66,576,115,86,100,14,89,13,92,18,83,8,91,7
4085,256,251,27,52.57000000000001,255,30,11,43,7,37,2,41,3,48,2,52,2
4086,448,436,90,62.839999999999996,443,85,48,70,14,77,14,69,9,64,3,71,2
4089,580,579,123,89.94,579,118,81,89,15,110,15,88,7,84,2,90,3
4090,490,483,121,65.35,484,94,74,78,12,80,18,77,9,74,7,80,1
4092,422,420,70,63.17000000000001,420,60,42,80,8,77,9,70,7,71,4,62,0
4093,429,425,36,83.81,428,71,19,74,5,77,7,72,1,75,3,56,1
4094,409,406,40,75.05000000000001,407,54,23,82,9,68,2,69,3,75,3,58,0
4095,474,463,135,65.64,470,101,65,70,18,70,14,78,14,70,15,74,9
4096,447,439,130,64.36,442,105,82,71,19,69,8,68,9,57,5,69,7
4097,347,344,7,72.75999999999999,346,44,2,64,1,68,2,54,0,59,1,55,1
4098,310,306,25,61.730000000000004,308,50,17,51,3,61,5,49,0,51,0,44,0
4099,488,484,124,80.4,485,107,78,76,16,85,12,79,6,65,3,72,9
4100,434,429,60,72.25999999999999,432,65,37,72,7,81,5,76,8,69,2,66,1
4102,542,539,174,79.73,540,120,89,85,26,89,16,86,25,82,16,77,2
4103,389,384,16,86.69000000000001,389,59,12,65,3,76,0,69,0,58,1,57,0
4104,373,364,46,55.16,366,53,21,62,5,65,9,66,6,60,3,58,2
4105,526,521,78,92.53,523,94,40,83,11,96,11,90,7,82,9,76,0
4106,369,364,26,70.15,368,47,10,69,6,62,0,73,7,63,3,50,0
4108,356,353,84,50.0,355,66,49,55,10,59,10,61,10,60,4,52,1
4109,548,546,139,67.75,546,114,83,90,16,90,16,86,13,71,7,95,4
4110,390,385,43,66.52000000000001,387,51,25,67,6,76,5,71,5,66,2,54,0
4111,464,460,67,81.46000000000001,463,67,35,88,14,83,7,81,6,81,3,60,2
4112,297,293,41,51.12,296,40,24,50,3,56,5,53,7,57,2,37,0
4113,463,462,66,85.53,463,75,37,90,13,75,6,71,6,87,3,64,1
4114,426,417,56,76.80000000000001,424,76,35,69,6,75,6,69,7,65,1,63,1
4116,438,430,58,77.84,436,70,28,73,9,78,9,71,4,68,6,70,2
4117,442,435,78,88.43,440,94,46,70,8,75,9,74,7,60,5,62,3
4118,532,527,129,76.45,530,106,69,84,21,86,15,89,16,80,6,82,2
4119,392,385,68,66.58,387,63,34,70,11,67,10,63,5,67,7,55,1
4120,518,513,94,87.36,515,98,63,95,15,78,9,86,5,77,2,79,0
4121,502,499,106,70.81,499,98,62,93,19,70,8,79,8,75,5,84,4
4122,561,557,99,94.97,560,110,57,98,10,94,13,87,14,84,4,84,1
4123,511,506,119,95.22,508,119,68,81,13,79,15,77,10,77,9,73,4
4124,483,475,120,76.79,478,102,60,79,20,73,16,79,8,64,12,78,4
4126,57,56,3,9.91,57,8,2,9,0,10,0,8,1,9,0,12,0
4128,373,363,46,55.06,367,56,23,65,5,63,5,59,5,64,6,56,2
4129,426,421,39,72.23,423,61,12,79,9,73,9,76,3,76,5,56,1
4131,417,411,79,70.13,413,71,42,69,9,71,13,67,8,69,6,64,1
4133,505,500,100,80.62,502,101,57,85,10,87,16,82,5,66,7,79,5
4134,500,496,104,79.85,498,100,61,76,6,83,19,77,10,77,4,83,4
4136,464,455,116,71.93,456,103,74,74,16,64,16,68,4,65,4,81,2
4137,564,560,146,74.86000000000001,561,125,86,96,16,93,20,88,13,81,6,77,5
4138,400,397,57,65.64,397,59,21,76,6,74,6,67,13,67,9,54,2
4139,403,400,49,68.75,400,57,24,72,6,77,7,75,8,64,1,55,3
4140,428,416,105,65.41,419,81,62,68,11,76,17,72,9,60,3,59,3
4142,529,525,78,94.13,527,97,54,90,15,92,6,87,2,83,1,76,0
4143,388,383,34,59.230000000000004,384,45,16,74,4,74,4,72,8,70,1,48,1
4144,497,484,119,83.29,490,95,69,94,20,71,11,79,11,69,6,76,2
4145,416,415,15,104.62,416,55,7,80,2,78,4,78,2,72,0,52,0
4146,456,452,51,68.16,455,68,28,87,8,85,5,80,6,78,4,54,0
4148,392,384,76,56.349999999999994,388,77,47,58,10,60,10,62,5,59,1,68,3
4150,459,450,102,62.6,455,85,53,66,13,85,13,74,14,68,5,72,4
4151,507,499,70,93.76,504,93,47,80,12,82,6,81,3,83,1,80,1
4152,372,368,59,63.84,372,62,26,69,12,65,10,53,7,56,2,63,2
4154,456,450,65,83.27000000000001,452,73,33,78,11,83,9,74,7,68,4,74,1
4155,442,436,100,70.32,438,90,50,74,16,76,14,66,10,68,5,62,5
4156,436,432,72,69.81,433,75,38,78,11,77,10,71,8,71,4,60,1
4158,451,448,63,77.02000000000001,450,63,38,87,4,74,4,76,10,81,4,67,3
4159,560,557,121,89.82000000000001,559,109,67,93,23,102,16,88,7,83,6,82,2
4161,454,443,85,71.50999999999999,449,95,53,74,7,70,12,65,8,62,3,77,2
4162,212,207,16,39.19,210,29,11,34,1,40,2,38,1,35,1,31,0
4163,548,546,101,92.61,547,100,67,94,7,100,13,85,10,89,3,78,1
4164,347,347,16,64.0,347,48,11,64,2,68,3,65,0,54,0,48,0
4166,518,516,150,64.32,518,124,97,75,18,74,9,79,13,80,8,84,5
4167,407,401,28,61.129999999999995,403,56,14,75,3,73,5,68,4,67,1,62,1
4168,424,422,117,60.730000000000004,423,94,66,65,17,63,17,67,9,70,5,63,3
4169,363,359,32,70.88000000000001,360,51,18,59,5,67,4,60,3,68,2,54,0
4171,564,562,133,99.69999999999999,564,115,83,94,16,94,16,85,10,79,5,95,3
4172,555,551,120,85.49,554,121,80,92,13,92,15,85,7,79,3,82,2
4173,434,426,50,78.49000000000001,432,64,32,89,8,68,5,71,2,78,3,56,0
4174,542,535,139,82.03999999999999,539,127,89,77,12,92,14,82,11,80,5,77,8
4175,392,387,63,58.55,389,70,41,55,2,71,10,71,7,60,2,60,1
4176,279,278,17,44.07000000000001,279,32,7,54,4,54,3,53,0,55,2,30,1
4177,337,335,52,54.900000000000006,336,55,30,58,7,59,9,56,5,51,1,56,0
4179,465,463,73,72.82,464,78,43,79,13,83,10,78,1,79,6,66,0
4180,429,425,56,72.5,427,65,25,78,10,73,10,70,8,76,2,63,1
4181,426,424,36,79.71000000000001,424,55,25,81,6,81,3,81,1,74,1,52,0
4182,455,450,54,79.23,453,72,28,78,9,85,6,72,9,75,1,68,1
4183,501,495,140,65.11,496,101,72,85,23,81,17,81,18,66,7,81,3
4184,421,415,128,69.08000000000001,417,95,63,68,17,61,17,67,14,56,12,68,5
4186,278,276,18,45.94,277,41,10,52,3,51,3,48,1,48,1,36,0
4188,508,502,176,66.69,505,111,86,88,19,78,18,72,18,78,18,75,17
4189,601,598,135,97.07,598,128,86,104,8,105,15,94,11,81,7,86,8
4190,371,367,96,57.64,370,79,54,62,11,61,9,52,10,60,8,53,4
4191,473,472,98,79.5,472,87,58,90,18,83,15,76,4,66,3,70,0
4193,546,533,132,82.71000000000001,538,109,74,96,22,86,15,84,13,74,4,84,4
4195,415,413,54,62.129999999999995,414,71,29,73,9,68,7,71,3,66,2,64,4
4196,420,419,47,72.46,420,57,26,81,7,72,4,71,5,77,5,61,0
4197,451,450,41,82.9,451,64,20,85,5,82,8,81,5,81,2,57,1
4199,597,595,139,85.27000000000001,596,126,89,104,8,99,12,97,6,82,12,87,12
4200,441,436,35,77.85,441,62,19,78,9,77,4,82,1,78,2,59,0
4201,356,353,41,58.08,354,52,15,66,8,58,3,60,10,59,3,58,2
4202,462,460,47,85.78,461,65,29,80,6,95,4,74,3,77,3,69,2
4203,346,343,42,52.019999999999996,345,53,23,64,6,59,3,58,6,59,4,50,0
4204,368,363,48,72.12,365,52,19,65,12,63,6,61,7,61,2,61,2
4205,466,458,137,58.22,462,98,77,77,15,73,12,69,13,70,10,71,10
4207,488,480,140,60.54,481,102,74,87,15,73,16,62,17,74,11,82,7
4208,520,515,158,80.59,517,121,86,85,18,75,16,85,19,71,10,78,9
4209,489,485,64,79.25,486,82,35,92,6,83,12,75,4,87,6,66,1
4210,509,500,77,88.53,506,102,54,83,8,77,4,84,6,75,3,79,2
4211,351,346,24,51.0,350,51,13,57,1,67,8,63,0,63,2,45,0
4213,416,414,48,69.65,415,50,18,59,6,50,2,68,5,89,11,98,6
4214,420,413,81,65.04,416,82,48,64,12,61,8,67,7,69,5,70,1
4215,548,542,117,87.87,544,106,66,84,10,89,14,87,13,82,11,94,3
4216,520,518,81,77.67,519,98,59,84,6,89,9,84,4,86,1,77,2
4218,589,585,151,90.41,588,124,91,101,15,106,17,84,13,85,5,85,10
4219,449,443,18,80.27,448,55,10,82,1,83,1,83,2,82,4,58,0
4220,396,391,71,65.77000000000001,394,61,40,66,8,71,12,70,9,65,2,58,0
4222,11,11,2,2.21,11,2,1,3,0,0,0,2,1,2,0,2,0
4224,442,439,73,84.76,440,68,41,78,13,80,6,72,8,74,4,67,1
4225,376,368,76,60.64,373,76,43,66,15,59,8,55,6,54,1,58,3
4226,426,424,42,66.14,425,61,24,76,5,86,7,66,5,76,1,59,0
4227,467,461,112,74.62,463,91,69,77,9,76,13,82,9,68,9,67,3
4228,500,497,108,87.43,498,99,59,79,7,90,24,82,9,72,8,75,1
4229,359,354,26,67.72999999999999,357,48,18,70,6,64,0,54,1,69,1,49,0
4230,457,450,157,63.93000000000001,451,107,88,69,15,63,18,70,18,67,10,74,8
4231,556,552,103,93.36,555,94,48,94,18,100,15,95,13,91,8,78,1
4232,315,310,42,56.64,312,40,12,57,10,59,4,52,9,55,6,47,1
4233,535,533,100,90.46000000000001,534,101,53,91,17,89,17,88,8,83,5,81,0
4234,390,382,34,65.82000000000001,386,59,24,66,4,63,3,65,2,70,1,59,0
4236,523,520,191,59.47,523,140,113,81,22,69,16,80,23,75,11,75,6
4237,539,536,158,84.61,537,123,87,80,18,80,15,89,19,85,7,79,12
4238,370,365,144,49.76,367,90,75,58,13,57,22,52,14,53,13,55,7
4239,498,494,141,74.44999999999999,495,116,83,80,23,75,19,71,9,73,3,79,4
4240,442,439,94,68.28999999999999,441,89,54,72,15,79,12,62,9,65,2,72,2
4241,473,467,66,76.37,472,86,49,84,6,81,8,72,1,74,1,70,1
4243,470,464,79,76.37,466,83,41,76,14,92,10,72,7,71,7,70,0
4244,318,315,37,44.42,316,46,22,59,7,57,3,49,3,60,2,44,0
4245,431,427,46,79.47,431,62,22,79,12,81,4,74,5,71,2,60,1
4246,409,407,26,73.69,408,57,15,77,6,78,2,73,2,71,1,51,0
4247,426,424,55,68.43,426,59,22,76,10,76,12,81,9,75,1,57,1
4248,386,382,30,65.03,384,47,19,67,3,75,6,71,1,73,1,49,0
4251,479,479,53,97.4,479,68,29,90,9,92,10,83,3,79,1,67,1
4252,405,401,42,70.80000000000001,403,55,19,77,3,68,5,76,12,71,3,54,0
4253,479,479,44,85.56,479,65,25,91,8,92,4,86,5,86,2,59,0
4254,457,447,101,61.690000000000005,453,83,59,75,16,84,9,74,13,64,3,67,1
4256,536,533,161,68.28,534,123,94,88,22,89,15,74,13,78,9,81,8
4257,354,349,45,54.4,350,53,19,61,5,62,5,61,11,57,2,55,3
4258,468,464,60,80.28999999999999,468,75,30,82,12,85,9,80,6,74,2,68,1
4259,533,532,95,79.02000000000001,532,103,64,91,13,93,9,84,4,82,4,79,1
4260,505,501,97,84.65,503,93,55,81,4,86,20,90,15,80,2,71,1
4261,519,512,122,78.61,516,104,72,88,12,76,13,88,14,67,6,89,5
4262,534,532,153,73.21000000000001,533,120,91,85,17,85,21,79,14,76,7,87,3
4263,465,459,99,77.68,460,95,63,74,16,75,12,80,5,60,3,75,0
4264,605,601,166,94.67,604,140,102,93,11,98,24,109,13,79,13,82,3
4266,505,496,127,72.53,504,107,79,81,15,86,18,72,6,73,8,77,1
4268,327,323,11,53.290000000000006,323,35,8,59,1,64,0,57,1,62,1,46,0
4269,532,526,161,78.9,530,122,92,83,13,85,13,82,15,71,16,83,12
4270,405,402,45,70.47,403,58,29,76,6,74,4,70,5,67,1,57,0
4271,446,440,39,69.65,440,61,20,82,4,81,6,79,8,77,1,60,0
4272,438,435,48,67.57,436,56,24,82,11,81,7,77,5,76,1,63,0
4273,428,424,55,79.96000000000001,427,67,31,80,10,73,12,68,1,73,0,63,1
4274,399,395,45,61.37,396,58,27,69,7,75,3,76,4,64,4,53,0
4275,279,276,10,58.17999999999999,278,41,7,54,1,57,0,38,2,44,0,42,0
4276,449,445,147,67.3,447,91,66,78,25,64,17,74,24,67,9,71,6
4277,375,371,66,58.36000000000001,371,50,28,69,8,69,10,66,11,66,5,51,4
4278,580,575,181,70.83000000000001,578,128,96,102,28,89,20,91,21,85,9,80,7
4281,410,407,48,64.24000000000001,409,55,32,80,4,72,6,74,5,71,1,55,0
4283,303,299,21,52.97,301,49,9,57,5,53,4,51,3,50,0,39,0
4286,588,584,97,89.28999999999999,587,111,56,95,15,105,10,92,15,96,1,85,0
4287,523,520,130,80.28,521,116,81,76,14,81,14,90,15,73,4,84,2
4288,577,570,194,71.66,576,144,108,97,24,86,19,93,24,70,13,80,6
4289,489,482,114,66.08000000000001,484,98,68,82,19,79,14,85,10,72,1,66,2
4290,527,520,141,66.46000000000001,521,121,91,76,17,82,10,85,11,76,8,80,4
4292,494,480,125,67.53,490,109,70,81,13,79,17,71,12,65,8,75,5
4293,499,491,85,82.50999999999999,498,95,56,76,9,88,7,82,8,70,3,80,2
4294,477,471,125,67.57,474,93,58,80,12,78,16,76,21,71,5,73,13
4295,577,572,165,80.78,576,130,98,96,19,93,24,80,14,90,6,83,4
4296,386,380,106,50.540000000000006,382,92,63,61,10,51,15,58,6,54,5,64,7
4297,481,475,139,51.620000000000005,473,91,70,85,17,79,18,70,14,79,12,71,8
4298,511,506,85,83.81,509,98,52,91,9,84,14,80,7,75,1,78,2
4299,375,369,31,54.830000000000005,372,45,20,73,7,66,1,67,1,69,2,49,0
4300,373,368,42,66.53999999999999,371,55,27,68,9,65,2,61,3,62,1,57,0
4301,336,331,39,57.56,333,44,19,62,6,61,3,61,5,60,4,43,2
4302,523,520,127,74.43,521,117,75,100,24,82,2,76,12,79,7,66,7
4303,454,448,66,80.12,451,79,37,74,8,79,9,80,9,60,3,76,0
4304,98,94,25,12.719999999999999,96,14,11,20,7,14,2,19,3,14,2,13,0
4305,443,441,152,64.4,440,108,84,68,21,69,16,67,14,58,10,71,7
4306,408,403,51,77.43,406,62,25,70,12,70,5,76,7,64,2,61,0
4308,503,498,125,80.11,500,113,80,79,10,80,14,70,10,76,5,80,6
4311,528,518,152,78.94,524,118,91,81,19,85,16,89,9,68,9,77,8
4313,143,141,33,21.06,142,24,16,26,6,27,8,20,3,21,0,23,0
4314,454,443,99,66.55000000000001,451,76,53,77,13,80,15,71,12,70,3,69,3
4315,443,442,62,77.5,442,69,35,79,8,79,9,78,6,72,3,65,1
