regno,n,ran,wins,st_sum,st_n,ran1,win1,ran2,win2,ran3,win3,ran4,win4,ran5,win5,ran6,win6
4732,519,514,122,60.84,517,107,74,85,18,80,10,80,12,83,3,79,5
4733,349,346,54,51.72,345,58,30,65,9,58,8,56,5,60,0,49,2
4734,527,515,152,79.28999999999999,525,122,84,77,21,81,24,82,12,68,3,85,8
4735,388,380,45,60.879999999999995,385,54,23,71,5,68,9,69,5,60,2,58,1
4736,487,477,129,60.980000000000004,483,101,70,76,18,70,12,74,15,79,11,77,3
4737,462,455,158,70.77000000000001,458,112,85,76,28,75,17,68,12,58,13,66,3
4738,541,539,129,85.5,541,111,77,90,27,97,14,90,7,73,2,78,2
4739,542,537,133,78.38,541,104,71,94,21,93,18,87,10,75,7,84,6
4740,433,432,45,78.27000000000001,433,57,26,82,6,82,8,71,1,79,4,61,0
4743,578,576,144,82.42,578,120,85,100,19,90,22,90,11,88,4,88,3
4744,319,311,30,67.86,316,41,12,60,5,59,6,55,2,52,2,44,3
4746,359,353,73,62.46,356,64,42,57,8,66,8,59,11,56,3,51,1
4747,375,369,28,62.74000000000001,371,46,13,72,4,63,3,65,5,70,2,53,1
4748,554,542,148,77.97,549,117,88,93,21,87,19,88,10,78,6,79,4
4750,424,418,50,71.27,422,54,21,76,10,84,13,84,3,70,3,50,0
4752,411,402,28,70.30000000000001,408,52,13,72,4,74,4,75,3,74,4,55,0
4753,348,339,45,50.08,343,48,21,63,7,57,9,58,5,58,1,55,2
4754,511,509,139,75.46000000000001,509,104,80,88,16,85,18,84,17,71,5,77,3
4756,5,3,0,0.72,5,0,0,1,0,1,0,0,0,1,0,0,0
4757,549,545,142,75.95,547,115,86,87,14,91,14,84,11,85,9,83,8
4758,273,269,54,43.709999999999994,272,43,27,42,8,51,8,48,4,43,6,42,1
4759,498,493,129,78.43,496,109,86,75,11,77,17,75,5,72,7,85,3
4760,567,565,174,74.88000000000001,566,125,101,88,16,88,18,90,22,91,9,83,8
4761,496,489,114,66.82,494,90,59,82,14,86,19,82,15,76,5,73,2
4762,540,534,177,66.08,537,129,107,87,22,75,18,77,13,73,8,93,9
4764,342,337,63,59.019999999999996,338,56,30,56,8,63,15,53,6,53,1,56,3
4765,352,340,55,45.91,344,47,19,58,10,62,10,60,6,60,6,53,4
4766,354,349,48,48.519999999999996,349,49,14,66,11,62,8,56,13,58,2,58,0
4769,501,491,110,58.540000000000006,496,93,56,74,14,78,16,89,16,82,6,75,2
4771,508,505,150,76.74000000000001,506,115,91,78,23,79,16,80,14,75,4,78,2
4772,458,450,126,49.95,452,101,72,68,10,72,13,77,18,56,12,76,1
4773,563,562,104,98.82999999999998,563,122,68,100,8,94,13,86,9,80,2,80,4
4775,314,312,60,51.92,314,57,36,54,6,55,9,51,4,49,3,46,2
4776,533,529,142,82.22,531,118,92,89,16,76,16,79,9,77,7,90,2
4778,415,406,71,66.86000000000001,411,64,31,70,12,68,18,67,3,69,6,68,1
4779,404,401,37,63.540000000000006,402,53,21,71,2,76,5,72,4,67,4,62,1
4780,78,78,5,12.44,78,14,3,12,1,13,0,15,0,12,1,12,0
4781,275,268,19,46.57000000000001,271,35,11,42,1,52,4,50,2,47,1,42,0
4782,376,368,56,64.33000000000001,372,59,26,57,18,69,5,57,6,63,1,63,0
4784,319,314,35,59.879999999999995,315,44,20,61,7,61,4,54,2,51,2,43,0
4785,381,372,18,71.63000000000001,378,49,4,73,4,69,8,63,0,65,2,53,0
4786,529,522,149,70.80000000000001,527,112,79,92,30,84,16,78,10,78,9,78,5
4787,477,471,157,66.30000000000001,472,100,79,81,28,74,20,75,16,67,11,74,3
4788,550,535,109,79.83000000000001,542,105,62,99,13,88,10,82,15,83,8,78,1
4789,399,391,60,64.78,396,59,33,68,9,69,4,69,11,72,3,54,0
4790,505,496,125,79.28,499,104,72,78,16,74,19,86,9,70,7,84,2
4791,461,450,75,79.55,459,74,31,84,14,78,12,79,12,67,3,68,3
4792,359,340,52,57.480000000000004,347,51,26,55,6,62,13,61,6,58,1,53,0
4793,525,514,124,75.15,523,92,57,88,24,90,23,80,12,83,6,81,2
4794,482,475,153,61.070000000000014,478,105,81,84,20,78,22,77,19,60,8,71,3
4796,485,476,131,69.27000000000001,480,100,74,79,22,79,16,67,13,70,4,81,2
4797,403,396,98,56.25,398,72,53,67,18,62,12,59,9,62,3,74,3
4798,527,522,141,71.31,525,114,82,87,19,82,17,84,8,73,10,82,5
4800,55,55,2,10.330000000000004,55,7,1,10,0,10,0,9,1,9,0,10,0
4803,401,392,24,73.64,398,48,13,80,3,73,0,65,3,74,5,52,0
4804,477,471,133,87.87,473,101,69,75,17,76,20,79,15,69,9,71,3
4808,523,517,129,85.39,518,101,71,94,15,79,16,80,11,82,12,81,4
4809,381,375,76,60.34,379,62,37,66,16,68,8,67,7,58,6,54,2
4811,484,478,56,78.83000000000001,483,63,24,91,11,96,7,77,8,87,5,64,1
4812,377,372,120,53.67,373,76,60,62,20,57,12,54,13,59,13,64,2
4813,391,388,36,72.75,389,57,19,74,4,66,3,67,6,67,3,57,1
4815,364,357,43,66.30000000000001,361,52,21,61,5,57,5,65,8,62,4,60,0
4816,438,430,95,66.88000000000001,434,89,55,63,12,71,8,65,10,67,6,75,4
4817,463,459,91,66.74000000000001,461,89,55,82,13,83,16,68,2,58,4,79,1
4818,204,197,37,24.270000000000003,198,23,13,28,7,31,4,34,9,37,3,44,1
4819,447,443,82,73.88,443,76,44,77,17,72,9,65,10,75,1,78,1
4821,441,435,59,81.44,441,59,18,82,10,73,10,77,9,82,9,62,3
4822,516,510,93,87.57000000000001,515,95,57,84,13,84,8,87,8,75,6,85,1
4823,306,301,83,42.66,304,60,40,47,15,52,14,49,10,46,2,47,2
4824,541,536,151,68.95,540,112,80,90,28,89,18,83,12,75,9,87,4
4825,354,349,97,45.78,352,66,46,65,13,59,11,52,13,55,9,52,5
4826,577,575,190,76.69,576,127,108,93,21,104,24,88,16,77,12,86,9
4828,512,505,121,71.0,509,95,63,91,19,83,15,81,14,74,7,81,3
4831,398,388,89,52.760000000000005,390,82,59,59,6,55,12,59,6,67,3,66,3
4832,462,449,150,65.81,457,100,66,71,24,67,23,71,23,72,8,68,6
4834,502,499,89,78.49000000000001,502,83,56,89,14,84,6,91,11,79,1,73,1
4835,451,448,41,70.11,451,63,25,84,6,84,7,73,1,82,2,62,0
4836,346,334,48,58.02,340,51,22,62,9,57,4,57,8,57,4,50,1
4837,368,363,27,59.949999999999996,366,51,17,63,3,70,5,58,1,66,1,55,0
4839,478,468,103,63.33,475,92,51,83,25,72,11,77,8,70,4,74,4
4840,428,425,46,71.9,427,63,21,80,10,70,3,69,8,83,2,60,2
4842,397,392,60,67.03,393,60,31,64,9,68,6,71,5,65,5,64,4
4843,341,335,57,55.57,338,45,23,59,3,62,10,58,9,59,8,52,4
4844,442,440,33,80.6,439,55,16,90,9,84,3,79,3,76,1,56,1
4845,422,410,120,60.53,414,89,61,72,22,62,11,73,20,54,4,60,2
4846,403,400,34,67.89,401,55,20,70,5,77,6,71,3,67,0,60,0
4847,469,460,122,63.99000000000001,467,93,65,77,10,72,19,73,17,69,9,76,2
4848,489,483,137,71.75,487,111,80,82,21,69,16,68,5,75,7,78,8
4850,475,471,110,55.45,473,91,61,79,16,74,10,83,11,77,7,67,5
4851,460,455,127,62.09000000000001,457,90,70,79,20,76,15,66,8,73,11,71,3
4852,541,539,169,83.10000000000001,541,116,89,85,20,87,18,82,20,86,16,83,6
4853,387,383,40,76.47,384,50,20,70,9,77,6,71,3,61,2,54,0
4854,110,106,8,18.389999999999997,108,14,4,20,1,19,1,19,1,17,0,17,1
4856,585,580,166,81.13,585,124,91,96,27,89,19,93,16,86,7,92,6
4857,399,392,114,65.38,394,77,55,72,20,59,10,58,15,66,10,60,4
4861,452,447,64,78.37,449,65,35,91,9,71,5,78,10,78,2,64,3
4863,331,322,37,48.6,326,45,16,55,3,51,7,56,7,61,4,54,0
4864,385,379,34,57.8,382,57,20,70,3,62,3,64,4,64,3,62,1
4865,284,277,29,47.95,282,38,20,49,2,58,4,43,1,47,1,42,1
4866,386,380,39,60.85,383,50,20,69,5,67,8,68,1,64,4,62,1
4871,406,402,50,68.32,405,59,25,76,8,73,6,61,7,70,2,63,2
4872,468,461,47,79.07,464,61,21,86,8,87,10,83,6,79,2,65,0
4873,451,448,77,86.32999999999998,450,85,47,75,12,78,8,71,6,71,1,68,3
4874,352,345,35,49.45,349,51,16,67,6,73,3,55,5,51,2,48,3
4875,420,416,48,73.74000000000001,419,64,26,75,7,74,8,82,6,64,1,57,0
4876,437,436,56,75.47,437,67,39,80,3,73,5,84,8,69,1,63,0
4877,457,449,128,61.94,453,93,61,75,14,70,20,70,12,66,13,75,8
4878,306,304,28,51.459999999999994,304,46,12,56,6,54,4,56,5,46,1,46,0
4879,402,393,56,64.80000000000001,398,54,17,66,12,75,8,66,11,66,7,66,1
4880,363,358,43,59.05,360,51,21,62,5,60,8,67,8,60,1,58,0
4881,69,68,4,12.07,68,6,2,15,0,12,0,13,1,13,1,9,0
4882,289,284,21,62.68000000000001,286,34,11,55,4,56,4,43,1,51,1,45,0
4883,349,340,63,53.99,343,49,31,58,11,64,7,60,8,57,5,52,1
4884,417,414,100,55.790000000000006,416,83,55,70,13,68,14,65,11,71,4,57,3
4885,123,119,27,18.05,119,22,16,21,2,23,5,19,2,19,2,15,0
4886,452,443,111,66.91,448,84,66,78,12,70,15,77,12,61,5,73,1
4887,430,423,85,58.39,426,71,44,69,12,73,12,69,11,70,5,71,1
4888,472,467,87,85.10999999999999,471,78,42,75,13,85,14,84,10,77,6,68,2
4889,399,387,84,54.66,391,72,48,61,10,70,12,56,6,60,7,68,1
4890,467,465,71,63.59,466,76,45,84,10,76,7,77,5,75,3,77,1
4891,426,419,67,66.49,423,71,32,78,8,74,12,67,11,72,2,57,2
4892,405,400,57,72.99000000000001,403,56,29,75,8,67,15,76,3,72,1,54,1
4893,331,326,48,52.66,328,48,17,59,10,65,11,53,6,52,4,49,0
4894,437,433,43,80.79,434,60,26,76,4,78,1,85,9,71,3,63,0
4895,393,385,53,60.34,389,55,27,69,7,73,7,62,8,74,2,52,2
4896,408,400,39,75.86,404,56,21,70,6,79,8,69,1,66,2,60,1
4897,168,166,10,34.25,168,24,6,28,1,32,2,28,0,29,1,25,0
4898,310,302,30,50.67,306,39,11,52,6,48,3,53,6,51,2,59,2
4899,379,376,45,60.39,377,42,20,72,8,77,6,73,7,69,3,43,1
4900,449,438,82,76.68,441,75,50,76,14,77,5,76,9,65,4,69,0
4901,169,167,24,28.240000000000002,168,25,13,29,4,29,6,32,1,30,0,22,0
4902,454,448,65,81.00999999999999,450,65,31,83,11,79,9,81,5,79,9,61,0
4903,543,534,172,82.07,540,109,79,95,33,89,20,88,18,79,16,74,6
4904,506,500,81,85.0,503,84,44,82,13,89,13,78,8,89,2,78,1
4905,414,411,34,76.39,412,54,22,75,5,76,6,69,1,76,0,61,0
4906,454,446,65,70.81,451,70,31,77,11,71,11,77,6,79,5,72,1
4907,480,472,164,67.12,476,109,80,74,23,69,21,71,18,69,10,80,12
4908,482,474,159,67.42000000000002,479,107,89,70,22,77,18,74,12,69,11,77,7
4909,390,385,64,61.730000000000004,387,66,37,73,9,63,11,61,4,60,3,62,0
4910,440,436,123,68.47,438,96,72,72,16,71,12,69,12,62,7,66,4
4911,357,353,33,49.93,353,46,21,65,2,62,5,69,4,64,0,47,1
4912,28,26,3,5.000000000000001,27,4,1,6,0,5,1,1,0,4,0,6,1
4914,482,477,154,58.7,481,96,85,76,21,80,17,83,13,69,8,73,10
4917,411,406,27,68.87,408,51,16,74,3,81,3,71,3,74,1,55,1
4918,405,400,48,63.129999999999995,404,53,27,71,10,76,6,80,2,68,3,52,0
4919,365,358,38,53.66,361,44,18,68,11,64,5,62,3,60,1,60,0
4924,362,354,21,63.77,360,50,12,67,3,63,3,61,1,62,2,51,0
4925,501,493,89,66.37,495,80,44,85,7,95,14,83,14,75,3,75,7
4926,391,383,138,57.66,389,87,64,60,20,65,14,58,20,51,9,62,11
4927,511,506,99,81.57,511,109,57,77,19,92,11,74,6,71,5,83,1
4928,464,456,147,71.59,462,89,61,77,23,81,25,71,19,63,14,75,5
4930,483,464,101,68.74000000000001,477,74,47,83,12,80,12,79,14,75,7,73,9
4931,567,561,138,85.91,565,118,81,94,20,86,16,89,10,90,10,84,1
4932,507,501,151,73.47,504,113,79,82,21,66,19,80,13,74,15,86,4
4933,439,430,113,61.89,435,79,62,75,18,72,16,72,8,68,6,64,3
4934,482,475,96,76.49,476,98,59,76,15,75,12,73,7,70,2,83,1
4936,366,352,79,58.9,360,62,44,57,11,57,12,61,6,53,5,62,1
4938,469,464,117,74.75,468,85,58,83,19,81,26,82,8,73,4,60,2
4939,465,461,144,63.93000000000001,462,104,83,81,18,59,10,70,16,73,12,74,5
4940,186,183,6,31.800000000000004,184,29,5,29,0,34,0,32,1,28,0,31,0
4941,390,377,46,77.22,385,55,20,64,6,67,11,69,4,65,5,57,0
4942,415,409,62,62.83,413,64,32,71,10,74,6,66,8,70,3,64,3
4943,351,345,42,50.059999999999995,349,52,22,66,7,61,4,57,7,59,2,50,0
4944,369,356,25,58.190000000000005,366,45,7,67,5,69,7,63,4,56,2,56,0
4945,386,376,33,67.92,383,38,9,58,5,67,10,82,7,71,2,60,0
4946,77,75,4,13.729999999999999,76,7,4,14,0,16,0,14,0,13,0,11,0
4947,424,419,31,77.98,423,54,17,83,8,83,4,71,0,70,1,58,1
4948,462,459,73,71.86000000000001,461,79,42,76,9,82,7,74,9,78,6,70,0
4949,517,511,127,79.47999999999999,515,109,71,87,16,76,17,81,11,80,7,78,5
4950,485,484,115,81.14,484,93,68,82,10,79,14,77,13,82,5,71,5
4951,372,361,49,53.209999999999994,365,59,27,60,7,59,6,66,3,59,2,58,4
4952,314,304,24,53.33,308,38,16,57,2,54,3,59,3,48,0,48,0
4953,555,549,166,84.97999999999999,553,106,85,93,24,105,28,88,13,74,10,83,6
4954,99,94,7,17.390000000000004,98,5,1,10,1,8,0,12,2,25,0,34,3
4956,265,258,20,46.78,261,34,12,45,0,51,3,50,4,45,1,33,0
4957,425,417,63,73.15,424,55,28,73,15,77,9,70,6,79,3,63,2
4958,547,542,122,76.86000000000001,546,111,71,91,19,83,7,98,19,74,3,85,3
4959,502,492,160,75.55,500,111,92,83,22,68,16,76,16,72,9,82,5
4960,537,533,171,78.81,535,114,82,88,22,89,25,81,24,82,12,79,6
4961,487,475,130,69.58000000000001,483,99,71,82,23,73,16,76,11,69,2,76,7
4962,499,496,89,80.88,497,81,51,88,13,79,12,85,8,83,4,80,1
4963,478,470,129,70.67,477,97,72,79,24,73,18,78,8,70,4,73,3
4964,183,179,39,26.180000000000003,179,30,17,29,6,30,7,33,4,30,1,27,4
4965,299,290,32,55.08,294,38,15,50,3,53,7,48,5,51,2,50,0
4966,448,444,84,66.25,444,80,47,74,10,75,14,74,7,67,6,74,0
4967,479,473,124,64.68,475,87,65,83,17,75,13,76,16,80,8,72,5
4969,371,365,34,63.7,370,49,20,68,8,67,1,64,3,66,2,51,0
4970,36,33,1,6.2299999999999995,34,3,1,8,0,6,0,5,0,6,0,5,0
4973,445,437,62,81.9,442,73,36,82,6,76,10,67,7,72,2,67,1
4974,412,408,81,66.63,410,70,34,76,13,67,9,65,15,67,8,63,2
4976,412,407,64,72.5,409,57,19,77,16,69,14,74,9,69,4,61,2
4977,442,431,88,68.85999999999999,438,78,43,79,13,74,11,65,11,68,5,67,5
4978,424,417,39,72.28,422,55,22,81,6,79,5,70,4,78,2,54,0
4979,411,407,58,68.19,407,64,36,66,5,74,5,74,7,71,4,58,1
4980,519,512,143,78.87,518,113,81,79,21,75,16,79,6,74,10,92,9
4981,434,422,64,71.87,431,68,34,77,10,76,12,70,2,66,6,65,0
4982,355,349,35,55.82000000000001,352,48,25,65,2,65,3,56,2,66,2,49,1
4983,528,526,176,83.68,527,121,91,89,22,78,22,82,17,77,15,79,9
4984,364,355,49,71.12,362,53,29,63,4,69,8,53,4,65,2,52,2
4985,574,572,171,82.14,573,136,103,88,23,99,23,88,12,81,10,80,0
4987,339,335,25,59.04,337,44,17,61,5,73,3,53,0,56,0,48,0
4988,413,408,50,61.38000000000001,410,56,24,72,4,81,7,65,8,73,6,61,1
4989,480,473,107,67.84,476,84,57,76,16,83,17,88,8,66,6,76,3
4990,161,158,3,33.89,160,15,2,31,0,33,1,30,0,29,0,20,0
4991,493,483,102,84.97,488,94,58,77,11,85,17,80,8,76,5,71,3
4992,393,390,66,61.730000000000004,391,52,32,77,12,73,7,64,10,75,5,49,0
4994,383,373,71,66.59,379,69,44,74,15,61,5,49,6,64,1,56,0
4995,430,428,52,80.66000000000001,430,67,35,77,10,78,1,69,3,72,2,65,1
4997,206,202,12,37.07000000000001,203,28,6,33,2,40,0,38,3,32,1,31,0
4998,62,62,7,8.219999999999999,62,7,4,9,0,11,1,14,0,14,1,7,1
5000,442,434,48,57.230000000000004,439,54,27,83,8,74,7,77,3,76,2,70,1
5002,481,475,112,75.7,477,92,53,76,21,78,18,81,10,70,8,78,2
5003,431,428,51,74.89000000000001,431,50,24,90,6,84,10,80,6,73,4,51,1
5004,429,423,70,63.92000000000001,426,62,29,80,11,80,11,74,12,64,5,63,2
5005,461,454,72,66.16,458,82,36,76,7,73,9,76,10,80,7,67,3
5006,361,357,36,63.53,359,42,13,66,2,65,7,71,9,63,4,50,1
5007,428,421,37,75.69999999999999,426,62,23,73,6,73,4,75,3,73,0,65,1
5008,389,381,36,54.120000000000005,387,51,20,68,5,68,1,72,7,66,3,56,0
5009,438,431,73,69.85,435,66,36,75,12,72,15,71,8,73,2,74,0
5010,482,470,95,69.07000000000001,477,89,58,83,10,79,9,83,16,70,0,66,2
5011,325,312,17,53.629999999999995,320,34,12,60,3,58,0,62,1,57,1,41,0
5012,454,447,86,59.42,451,72,36,81,16,80,11,71,11,70,9,73,3
5013,468,465,101,74.97,465,74,39,76,19,93,19,83,16,75,5,64,3
5014,404,399,46,53.79,402,54,23,71,7,73,3,73,11,70,2,58,0
5015,485,476,138,65.56,482,101,83,80,19,80,17,82,13,61,2,72,4
5016,484,473,136,69.69,479,99,75,79,19,79,18,71,12,67,8,78,4
5017,523,518,156,71.10000000000001,519,104,80,95,24,78,17,83,15,83,18,75,2
5018,596,587,153,92.78,594,120,90,104,21,92,20,99,12,87,8,85,2
5019,378,373,45,62.72,376,61,24,66,7,70,4,63,5,59,2,54,3
5020,382,374,47,60.08,379,53,23,68,9,66,6,64,5,67,2,56,2
5022,360,353,24,62.27,357,38,8,70,4,59,2,64,8,72,1,50,1
5023,419,414,71,63.07000000000001,415,64,42,73,11,73,7,70,3,67,6,67,2
5025,94,93,11,13.660000000000002,93,11,7,19,2,14,2,11,0,18,0,20,0
5026,489,475,144,72.69000000000001,486,105,83,84,18,70,16,73,10,66,13,77,4
5027,418,413,46,73.16,414,59,19,71,13,74,7,71,1,68,6,70,0
5028,506,502,168,79.46000000000001,501,119,94,81,27,79,20,75,18,73,7,75,2
5029,467,460,122,63.44000000000001,462,94,65,67,18,77,15,79,16,68,5,75,3
5030,51,51,2,10.470000000000002,51,7,1,11,0,11,1,9,0,7,0,6,0
5031,331,323,23,60.85,328,37,15,64,5,66,1,56,1,53,1,47,0
5032,407,397,72,63.56,402,58,34,67,13,72,11,75,8,65,5,60,1
5033,400,394,34,71.86000000000001,398,53,22,71,4,73,5,71,0,64,2,62,1
5034,561,557,169,75.61,558,122,87,86,19,98,33,86,22,82,4,83,4
5035,396,392,59,70.59,395,55,22,75,13,67,8,65,7,73,7,57,2
5036,437,425,57,72.34,433,54,29,73,4,85,7,84,13,72,1,57,3
5037,398,390,75,71.66,393,63,34,66,18,63,10,66,8,56,2,76,3
5038,460,453,91,76.2,457,80,53,78,12,79,8,72,13,74,3,70,2
5039,443,438,61,68.26,439,65,27,73,8,70,8,88,11,67,4,75,3
5041,394,390,61,67.87,388,49,24,67,9,78,7,58,16,73,2,65,3
5042,519,510,157,60.59,516,109,83,86,20,76,22,91,13,79,13,69,6
5043,535,531,163,74.80000000000001,534,117,90,92,16,88,25,74,13,78,12,82,7
5044,384,380,71,59.09,380,59,33,56,8,72,13,65,14,65,3,63,0
5045,470,459,82,91.01,466,80,40,76,20,76,12,80,6,73,1,74,3
5046,366,360,26,59.03,363,50,14,69,3,63,5,64,1,65,3,49,0
5047,397,389,57,69.52,393,59,30,69,11,70,9,64,4,61,2,66,1
5048,370,362,37,69.77,368,45,17,63,4,62,8,65,5,63,2,64,1
5049,413,406,89,68.88,406,67,42,70,16,62,11,68,11,64,4,75,5
5050,418,408,89,64.71000000000001,412,71,41,64,12,66,14,77,13,65,8,65,1
5051,492,484,133,78.01,490,100,79,88,15,75,13,68,12,79,9,74,5
5052,103,101,12,15.680000000000001,101,12,4,21,0,20,5,17,3,13,0,18,0
5053,379,368,56,64.19999999999999,373,55,33,58,7,72,9,63,4,60,3,60,0
5054,433,423,83,59.92,429,66,45,70,12,76,11,82,10,71,2,58,3
5055,520,517,113,78.55000000000001,517,94,56,88,17,91,18,88,13,76,7,80,2
5056,66,64,12,8.68,65,14,10,8,1,10,0,12,0,9,1,11,0
5057,377,373,73,58.230000000000004,375,63,43,61,6,69,11,67,5,51,3,62,5
5058,500,492,151,77.88000000000001,495,94,80,88,22,78,19,78,10,78,14,76,6
5059,91,86,4,12.35,89,9,3,13,1,19,0,14,0,17,0,14,0
5060,447,436,71,74.14,442,63,37,79,8,81,14,74,9,76,0,63,3
5061,310,305,22,51.36,308,39,7,60,3,49,2,53,4,55,6,49,0
5063,364,358,40,65.32,360,44,22,68,6,64,7,60,4,62,1,60,0
5064,453,438,81,72.27,446,69,42,74,12,78,13,75,8,72,3,70,3
5065,357,353,50,48.370000000000005,355,49,19,65,6,62,5,64,8,58,10,55,2
5066,478,476,96,81.36,476,79,43,82,19,81,11,89,9,83,12,62,2
5067,406,404,56,65.03999999999999,405,49,27,80,6,78,12,73,6,74,4,50,1
5068,519,515,175,75.58,517,114,89,98,28,84,23,79,17,71,11,69,7
5069,353,345,52,53.53,347,60,28,60,7,65,12,56,4,53,1,51,0
5070,363,360,34,67.94,361,49,23,70,4,61,2,63,3,68,0,49,2
5071,360,351,46,50.52,357,45,22,66,9,63,6,62,5,57,3,58,1
5072,73,71,3,14.92,72,10,2,15,0,13,0,12,1,11,0,10,0
5073,423,419,50,73.59,423,65,24,82,14,75,2,71,8,64,2,62,0
5074,432,429,36,75.24000000000001,430,58,26,75,2,79,0,77,4,82,4,58,0
5075,524,520,127,85.32,522,104,61,86,12,95,21,79,21,76,8,80,4
5076,385,381,56,66.55000000000001,384,51,25,79,10,65,10,68,6,63,3,55,2
5077,205,202,12,35.66,204,27,2,38,3,37,1,38,3,36,3,26,0
5078,280,278,23,51.68000000000001,279,39,18,52,3,51,1,50,1,44,0,42,0
5079,411,403,41,74.62,408,57,17,73,7,81,9,72,6,63,1,57,1
5081,438,431,75,77.80000000000001,436,75,34,79,15,74,11,74,10,65,5,64,0
5082,443,428,49,84.13000000000001,442,56,23,82,8,86,8,70,4,71,4,63,2
5083,400,392,48,59.53,395,55,22,73,5,73,8,60,3,71,6,60,4
5084,485,480,158,63.81,482,114,97,79,16,69,17,74,13,68,8,76,7
5085,436,429,45,83.57000000000001,433,61,18,73,9,82,7,75,7,74,4,64,0
5086,395,387,52,72.92,392,59,28,66,7,69,8,68,6,68,2,57,1
5087,486,476,123,76.56,481,87,53,84,22,71,15,83,13,69,13,82,7
5088,546,540,185,85.27000000000001,544,125,87,80,31,89,22,86,26,81,10,79,9
5089,438,430,116,68.31,434,96,67,71,19,72,15,66,12,63,3,62,0
5090,410,404,64,66.38,407,59,29,71,10,75,14,68,8,67,3,64,0
5091,330,322,76,52.33,323,55,37,49,11,51,10,54,10,49,6,64,2
5092,444,435,103,59.66,439,77,48,71,13,77,20,77,13,64,4,69,5
5093,417,406,62,71.82,412,64,40,73,7,73,9,64,3,67,2,65,1
5095,407,397,86,58.96,404,77,49,69,13,61,10,58,6,66,8,66,0
5096,468,466,98,62.690000000000005,466,81,53,80,10,79,16,79,9,76,7,71,3
5098,414,405,51,62.870000000000005,411,51,20,71,6,78,11,72,12,69,1,64,1
5100,284,279,20,50.050000000000004,283,43,7,52,3,47,7,42,2,49,1,46,0
5101,169,159,4,30.97,165,18,2,30,1,32,1,33,0,27,0,19,0
5102,412,398,55,79.69,409,55,32,76,5,75,11,68,4,66,2,58,1
5103,279,270,17,49.55,272,38,9,48,1,47,2,41,3,49,1,47,1
5104,406,398,93,65.43,403,73,44,66,18,63,15,62,6,65,1,69,9
5105,411,403,39,72.19,410,51,20,86,9,69,3,63,3,78,2,56,2
5106,430,418,63,82.55000000000001,428,68,36,80,6,74,11,66,8,63,2,67,0
5107,297,288,29,49.27,292,32,13,55,2,61,4,56,7,47,2,37,1
5108,93,92,2,24.16,93,10,2,19,0,14,0,17,0,17,0,15,0
5109,465,457,52,65.31,464,57,23,87,7,85,12,74,4,84,5,70,1
5110,476,470,78,75.53,475,75,37,89,14,82,13,79,6,78,5,67,3
5111,428,420,66,66.92,424,71,39,70,13,67,1,75,10,63,3,74,0
5112,525,520,149,81.4,523,105,73,89,27,85,16,85,19,79,9,77,5
5113,189,184,11,37.03,185,24,8,33,2,29,1,37,0,33,0,28,0
5114,521,519,105,84.47999999999999,520,91,54,95,15,91,18,84,13,82,4,76,1
5115,417,410,75,62.91000000000001,414,69,42,71,13,64,6,69,7,68,6,69,1
5116,23,22,1,3.7300000000000004,22,2,1,3,0,4,0,4,0,4,0,5,0
5117,236,233,19,46.04,235,23,6,47,2,44,5,43,4,38,1,38,1
5118,270,261,36,49.43000000000001,267,39,21,48,1,46,8,43,2,42,4,43,0
5120,368,356,47,57.190000000000005,361,50,31,69,5,62,6,59,3,58,1,58,1
5121,508,496,141,67.48,503,99,72,87,21,79,16,80,16,73,10,78,6
5122,302,292,28,51.62,298,42,14,47,6,52,2,61,5,46,1,44,0
5123,372,369,34,61.620000000000005,370,54,24,68,3,68,5,65,1,63,0,51,1
5124,351,344,28,54.96000000000001,348,43,14,62,0,61,6,58,5,63,2,57,1
5125,458,449,98,77.83000000000001,455,92,61,79,12,71,12,65,8,68,5,74,0
5126,515,503,137,79.08,509,102,61,80,11,84,20,85,26,70,15,82,4
5127,427,421,42,85.05,425,59,23,82,11,82,4,74,3,67,1,57,0
5128,239,233,17,43.910000000000004,237,25,3,44,3,49,7,46,3,39,1,30,0
5129,438,426,86,72.63,433,79,39,72,13,74,15,68,14,61,3,72,2
5130,466,465,42,80.31,466,67,27,89,4,94,4,78,4,76,2,61,1
5131,347,337,16,61.769999999999996,344,35,5,65,5,68,2,65,3,64,0,40,1
5132,540,535,136,73.43,538,114,59,93,27,86,20,93,19,80,7,69,4
5133,409,403,57,72.4,406,59,24,73,5,76,15,72,4,71,8,52,1
5134,454,442,91,63.769999999999996,451,79,48,77,15,84,11,73,9,64,5,65,3
5135,432,418,75,70.34,426,73,38,68,10,76,11,71,7,63,7,67,2
5136,567,557,143,80.85,562,123,86,92,18,99,16,78,14,80,9,85,0
5137,404,397,65,64.19,401,59,36,63,7,70,8,57,8,72,5,76,1
5138,245,242,7,45.61,243,27,5,48,1,48,1,40,0,42,0,37,0
5139,418,407,107,63.25,413,70,45,70,21,76,18,69,11,65,8,57,4
5140,349,346,30,65.87,349,49,15,63,7,64,4,65,2,56,2,49,0
5141,433,419,118,54.18000000000001,428,85,59,70,15,68,15,68,15,58,9,70,5
5142,579,572,180,78.99000000000001,574,135,103,102,24,86,22,91,18,76,8,82,5
5143,410,405,25,79.9,410,43,7,85,8,82,8,70,2,81,0,44,0
