phase,race_id,fetched_at,t1,t2,t3,t4,t5,t6,s123,s124,s125,s126,s132,s134,s135,s136,s142,s143,s145,s146,s152,s153,s154,s156,s162,s163,s164,s165,s213,s214,s215,s216,s231,s234,s235,s236,s241,s243,s245,s246,s251,s253,s254,s256,s261,s263,s264,s265,s312,s314,s315,s316,s321,s324,s325,s326,s341,s342,s345,s346,s351,s352,s354,s356,s361,s362,s364,s365,s412,s413,s415,s416,s421,s423,s425,s426,s431,s432,s435,s436,s451,s452,s453,s456,s461,s462,s463,s465,s512,s513,s514,s516,s521,s523,s524,s526,s531,s532,s534,s536,s541,s542,s543,s546,s561,s562,s563,s564,s612,s613,s614,s615,s621,s623,s624,s625,s631,s632,s634,s635,s641,s642,s643,s645,s651,s652,s653,s654
live,2026-08-05-10-03,2026-08-05T09:15:58+09:00,1.0,0.0,4.6,0.0,0.0,0.0,13.9,58.4,14.5,31.2,10.9,39.9,6.7,44.6,81.1,82.9,124.4,288.4,16.0,10.5,65.8,41.1,163.7,143.0,443.2,156.6,67.3,77.9,86.1,191.2,76.3,275.3,187.3,491.1,218.9,302.8,757.1,956.4,133.6,239.1,432.6,550.6,386.6,534.4,908.5,1135.0,35.7,48.5,18.0,82.5,84.5,96.1,86.9,318.8,129.7,191.2,191.2,504.7,25.2,71.2,90.4,90.4,232.9,491.1,432.6,221.6,263.3,199.6,288.4,491.1,432.6,267.2,550.6,726.8,330.3,491.1,224.3,865.3,491.1,567.8,412.9,648.9,1135.0,825.9,908.5,757.1,51.6,31.9,105.6,96.1,129.7,151.4,330.3,185.4,40.6,126.1,136.6,135.6,191.2,519.1,252.3,432.6,248.9,465.9,242.2,825.9,443.2,422.5,865.3,550.6,1009.0,698.9,865.3,1817.0,586.1,956.4,605.7,454.2,3028.0,386.6,1297.0,3028.0,865.3,1651.0,519.1,1651.0
live,2026-08-05-10-05,2026-08-05T10:09:38+09:00,1.0,0.0,0.0,0.0,11.2,0.0,35.6,34.7,14.2,40.8,55.2,58.7,35.0,97.6,61.3,82.2,28.7,66.0,11.8,26.4,18.4,9.6,66.8,138.7,90.2,25.4,141.7,83.5,73.2,145.6,190.3,377.9,241.4,704.7,271.6,377.9,271.6,1002.0,100.2,321.9,372.5,226.7,357.2,606.4,1086.0,367.2,168.2,158.0,123.5,357.2,299.7,186.2,222.8,389.2,420.5,407.4,325.9,1086.0,258.1,343.1,325.9,427.4,790.2,841.1,592.6,931.3,190.3,250.7,64.5,202.1,362.1,401.1,383.4,606.4,389.2,651.9,203.7,1043.0,87.8,296.3,303.2,125.9,271.6,501.4,745.0,194.6,21.3,42.1,29.7,12.7,67.3,166.0,206.9,84.3,155.2,215.5,289.7,274.4,69.3,239.2,268.8,84.6,22.2,68.2,125.3,70.0,165.0,318.0,286.5,62.8,318.0,814.8,724.3,372.5,1002.0,899.1,704.7,841.1,543.2,492.0,1086.0,314.1,64.8,187.6,367.2,202.1
live,2026-08-05-05-05,2026-08-05T13:25:01+09:00,7.0,7.0,1.1,0.0,0.0,5.2,46.2,97.6,88.5,90.9,40.9,35.5,27.4,43.2,126.2,70.4,76.7,96.0,138.7,35.0,67.9,61.3,178.3,141.2,165.9,167.0,119.2,279.1,247.1,409.0,104.0,56.0,42.5,201.0,249.7,255.1,289.3,308.1,260.7,211.8,338.9,208.1,578.7,354.1,504.8,494.3,97.2,40.3,27.3,60.2,39.0,43.9,29.6,175.7,54.6,49.2,27.1,55.9,29.1,51.2,20.9,17.1,130.3,260.7,84.1,42.7,221.7,104.5,116.3,155.0,260.7,269.6,249.7,312.1,93.0,230.3,48.5,97.2,100.5,192.9,50.9,66.2,285.8,409.0,177.0,170.6,244.6,51.2,91.9,112.9,338.9,189.8,206.3,188.3,57.0,140.3,40.7,42.6,155.0,296.5,58.0,73.2,139.5,199.3,45.0,128.9,447.6,348.9,456.2,382.6,790.9,515.8,719.0,484.2,423.6,484.2,242.1,154.0,456.2,431.4,263.6,232.6,244.6,359.5,96.4,209.9
live,2026-08-05-09-07,2026-08-05T13:25:19+09:00,2.0,3.2,0.0,3.0,4.5,0.0,43.1,21.9,31.7,169.2,79.8,59.9,135.6,274.0,19.3,57.1,12.3,130.2,38.9,64.6,17.6,201.3,316.4,408.9,237.3,618.1,118.6,54.1,82.0,458.2,164.0,207.6,201.3,805.4,66.9,134.2,44.0,265.7,112.1,153.6,63.2,435.7,632.8,648.2,474.6,511.1,435.7,133.5,309.0,805.4,408.9,279.7,271.2,618.1,292.0,374.3,295.3,949.2,421.8,292.0,415.3,1022.0,1107.0,1771.0,830.6,1771.0,13.5,147.6,10.3,134.9,26.2,191.2,18.9,204.4,302.0,312.6,177.1,885.9,13.6,17.5,87.1,44.7,268.4,263.1,648.2,206.0,68.1,239.4,38.7,231.1,97.7,189.8,59.3,359.1,324.1,332.2,295.3,1022.0,17.8,26.3,132.2,54.0,531.5,949.2,1063.0,396.7,632.8,984.4,699.4,1063.0,1398.0,984.4,885.9,1476.0,1771.0,1563.0,857.3,2214.0,781.7,830.6,949.2,759.4,1022.0,1398.0,1208.0,830.6
live,2026-08-05-10-11,2026-08-05T13:25:40+09:00,1.8,1.2,0.0,32.2,0.0,0.0,25.2,6.8,10.7,16.4,66.4,105.9,139.1,131.2,30.8,161.8,58.9,73.0,38.0,172.5,73.2,69.8,65.3,260.6,144.6,136.1,27.4,9.4,12.5,18.7,62.9,78.3,148.7,92.0,24.6,159.7,36.3,60.4,30.1,216.1,44.9,66.3,75.7,222.7,113.4,152.4,151.8,296.3,427.2,574.1,187.4,246.6,340.2,374.9,680.5,532.5,540.4,503.3,668.1,517.5,574.1,644.6,1267.0,816.6,417.5,854.5,78.5,540.4,172.5,270.2,73.4,395.1,141.3,164.0,656.2,548.4,386.8,432.3,238.6,183.7,532.5,224.0,453.6,311.4,465.1,395.1,90.0,353.3,217.4,232.5,88.3,231.1,157.7,177.5,633.5,448.1,612.4,644.6,331.0,237.0,565.3,278.3,374.9,356.7,668.1,442.7,128.0,548.4,367.4,319.5,130.3,489.9,272.2,340.2,967.0,874.9,360.2,896.2,633.5,412.8,448.1,574.1,371.1,353.3,798.8,422.3
live,2026-08-05-05-10,2026-08-05T16:09:04+09:00,1.2,9.7,29.2,2.6,29.2,0.0,11.2,8.4,19.8,30.0,22.5,26.4,53.8,71.6,16.7,29.4,35.6,41.8,54.5,99.6,72.7,65.5,82.7,147.7,96.0,108.0,29.0,18.7,42.7,63.6,82.2,59.4,173.2,199.3,40.6,54.1,90.6,112.0,143.2,289.4,179.0,179.8,267.4,352.1,254.5,276.2,111.5,119.0,208.1,216.7,115.4,84.6,167.7,152.0,160.6,82.8,233.4,241.4,480.2,380.7,387.7,521.7,578.9,398.6,308.4,474.8,39.5,77.9,73.2,90.3,47.4,79.5,100.3,103.8,152.0,119.7,187.8,224.7,94.1,130.4,213.4,97.3,165.0,156.5,259.2,140.8,132.8,287.4,216.7,210.2,186.9,297.6,262.4,265.7,384.1,440.2,332.7,426.8,236.0,257.6,306.2,212.3,210.2,221.2,440.2,242.8,464.4,612.4,480.2,503.1,556.0,768.3,449.5,595.2,754.6,1006.0,422.6,782.6,541.8,398.6,440.2,364.3,352.1,398.6,728.6,377.3
live,2026-08-05-09-12,2026-08-05T16:09:25+09:00,1.1,5.5,27.7,9.2,9.2,0.0,6.7,7.5,18.8,28.0,12.6,10.6,20.8,35.8,10.5,14.7,26.0,34.2,36.2,40.2,42.0,67.6,101.6,108.7,105.5,134.0,42.9,51.3,78.7,160.1,124.3,321.5,439.3,599.4,152.8,361.7,493.6,493.6,241.8,437.1,621.6,856.3,567.0,1075.0,902.4,1134.0,82.6,63.5,87.6,142.4,167.5,298.6,399.6,302.9,128.1,334.3,374.6,361.7,228.0,419.6,559.4,514.8,490.7,964.6,736.1,932.4,93.4,117.2,92.4,148.8,163.2,378.0,372.9,432.5,205.1,518.0,555.7,671.3,128.5,294.4,463.6,221.4,334.3,493.6,599.4,374.6,130.3,158.3,151.4,213.5,341.1,508.6,612.5,749.3,322.7,650.5,1036.0,953.6,237.7,502.5,856.3,372.9,608.1,975.8,1149.0,682.3,621.6,762.9,1011.0,791.7,987.3,1118.0,1165.0,1165.0,1023.0,1398.0,1332.0,1311.0,1118.0,1252.0,1472.0,1075.0,883.4,1165.0,1422.0,1049.0
live,2026-08-05-12-03,2026-08-05T16:09:45+09:00,1.0,16.5,49.5,12.3,8.2,24.7,70.3,65.4,58.3,113.3,65.8,43.4,28.5,76.5,96.8,64.8,32.3,92.8,61.0,27.1,36.6,56.2,95.5,290.4,290.4,183.5,79.1,118.2,102.4,168.9,114.1,139.7,119.1,482.4,364.7,170.9,120.6,247.2,133.5,126.7,128.9,135.9,664.7,695.6,766.9,575.2,90.6,62.9,37.2,109.5,117.7,195.5,165.2,93.4,72.2,104.9,36.3,78.0,51.5,114.1,35.9,62.0,148.8,398.8,159.1,91.4,235.5,74.7,50.5,282.1,135.3,158.2,131.1,122.5,85.4,148.8,63.3,112.0,50.1,90.0,54.1,40.4,409.7,364.7,148.0,80.4,59.3,30.4,40.3,51.0,95.5,65.5,91.4,96.1,41.7,97.7,45.5,52.3,41.7,55.3,38.1,34.3,66.4,84.4,70.5,67.2,446.4,575.2,498.5,474.7,766.9,787.1,934.7,636.4,524.7,747.7,369.2,336.0,747.7,586.5,623.1,196.7,446.4,524.7,276.9,176.9
live,2026-08-05-17-11,2026-08-05T16:10:07+09:00,1.0,0.0,32.2,32.2,32.2,,15.3,3.9,8.4,,23.4,32.0,38.8,,7.6,17.0,12.0,,18.4,37.1,22.2,,,,,,65.5,27.8,44.5,,183.4,272.8,281.9,,59.6,156.7,100.5,,130.4,230.8,175.0,,,,,,130.8,161.6,114.8,,253.1,276.4,365.3,,315.9,297.9,245.7,,202.9,333.4,240.0,,,,,,37.3,150.5,45.5,,65.2,251.6,125.8,,359.1,381.9,216.5,,62.3,108.8,177.2,,,,,,77.2,139.5,75.0,,140.9,302.2,210.0,,222.3,433.1,245.7,,100.5,208.0,211.1,,,,,,,,,,,,,,,,,,,,,,,,,
live,2026-08-05-19-03,2026-08-05T16:10:27+09:00,1.0,0.0,0.0,0.0,0.0,0.0,44.0,45.8,40.0,21.7,35.9,31.9,27.9,15.1,48.6,71.1,49.0,51.6,75.9,44.7,114.3,26.6,24.7,19.6,46.0,21.5,86.6,71.5,99.9,71.5,110.9,188.0,132.0,142.2,80.9,264.1,396.2,217.5,138.6,209.3,336.2,127.5,105.6,147.9,201.7,123.2,86.0,88.7,61.6,45.2,118.0,91.6,115.5,53.0,118.0,160.8,173.3,126.0,116.7,184.9,308.2,109.8,77.0,138.6,147.9,95.6,77.5,158.5,191.3,100.8,75.9,308.2,226.4,136.9,138.6,382.6,129.0,156.2,142.2,264.1,270.6,241.2,168.1,201.7,241.2,213.3,151.9,103.6,270.6,90.9,246.5,184.9,246.5,151.9,156.2,308.2,326.3,184.9,252.1,336.2,299.8,308.2,123.2,178.9,168.1,264.1,68.0,63.0,86.0,59.6,144.0,163.1,226.4,145.9,99.0,217.5,198.1,100.8,258.0,299.8,299.8,357.9,76.5,158.5,135.3,291.9
live,2026-08-05-01-09,2026-08-05T18:44:46+09:00,1.0,41.2,41.2,26.5,28.5,8.4,27.5,14.9,42.9,10.9,41.4,40.9,65.8,24.8,20.5,48.7,51.6,11.0,116.1,110.7,120.8,60.6,11.7,25.7,10.1,33.2,155.7,88.3,233.4,65.6,285.8,490.0,619.5,473.9,179.4,519.4,680.3,154.7,473.9,699.5,814.4,630.8,114.2,416.0,176.8,522.5,213.1,166.6,211.3,140.2,307.0,458.9,566.9,384.6,268.9,440.3,691.1,304.8,451.7,621.7,747.7,619.5,166.9,424.1,282.0,572.5,96.6,177.3,164.9,41.0,124.5,468.8,239.2,145.6,323.0,705.2,705.2,312.5,145.5,238.9,606.5,113.2,44.5,99.8,185.5,124.6,433.7,396.9,457.7,300.6,554.2,767.6,784.9,728.9,545.5,903.5,1266.0,997.0,442.5,822.1,1141.0,457.7,317.1,624.0,735.0,461.3,28.3,64.4,23.2,85.2,76.0,266.0,126.3,323.0,158.5,340.8,231.6,427.2,42.6,100.8,194.7,161.0,220.1,405.3,542.1,240.2
live,2026-08-06-10-03,2026-08-06T09:12:47+09:00,1.3,0.0,5.2,0.0,2.6,0.0,17.2,51.7,27.4,73.5,10.8,26.9,8.9,43.1,83.3,76.5,91.4,159.5,28.4,12.5,74.2,52.0,182.9,163.0,241.9,153.0,38.2,131.5,108.6,312.5,64.1,117.1,159.5,277.7,187.5,153.0,340.9,326.0,107.1,144.2,241.9,326.0,625.0,326.0,468.7,750.0,26.9,35.2,12.7,69.4,56.3,63.0,73.5,136.3,153.0,110.2,220.5,197.3,28.9,69.4,138.8,91.4,267.8,166.6,267.8,250.0,144.2,250.0,170.4,312.5,153.0,159.5,312.5,241.9,241.9,178.5,202.7,241.9,288.4,535.7,300.0,625.0,625.0,357.1,394.7,681.8,63.0,33.0,117.1,100.0,105.6,75.0,182.9,220.5,55.9,98.6,250.0,150.0,288.4,535.7,326.0,208.3,326.0,441.1,277.7,833.3,375.0,500.0,625.0,535.7,416.6,277.7,468.7,833.3,750.0,394.7,375.0,340.9,750.0,441.1,681.8,937.5,394.7,937.5,357.1,1250.0
live,2026-08-06-10-05,2026-08-06T10:07:02+09:00,1.3,7.5,7.5,22.5,4.5,22.5,43.5,55.2,19.9,36.8,65.4,98.2,39.6,86.8,107.3,199.6,69.1,154.6,16.2,25.7,38.3,11.2,85.6,138.9,142.2,31.5,77.3,149.2,72.8,184.9,123.0,262.2,170.3,342.6,241.2,430.7,298.5,670.0,72.6,119.1,171.3,83.5,350.6,430.7,670.0,175.3,145.6,167.5,88.6,304.5,180.5,210.8,163.8,147.8,376.9,367.7,407.4,701.2,73.1,101.5,135.2,77.9,437.0,396.7,701.2,148.5,241.2,381.6,218.5,463.8,317.4,407.4,342.6,603.0,443.4,456.8,486.3,685.2,233.7,320.7,391.5,176.3,685.2,753.8,793.5,251.2,20.0,40.8,47.9,11.9,41.4,79.7,117.7,37.7,55.1,87.4,162.1,60.9,126.1,170.3,257.7,78.5,16.0,29.7,53.0,50.2,281.8,511.0,463.8,71.9,418.7,502.5,793.5,202.3,548.2,568.9,717.9,264.5,793.5,1116.0,1005.0,284.4,63.7,118.2,212.3,194.5
live,2026-08-06-09-07,2026-08-06T13:23:53+09:00,2.0,1.6,8.2,8.2,0.0,0.0,28.0,41.7,100.4,29.8,31.9,37.4,83.0,32.9,45.9,62.8,189.4,98.9,160.1,131.9,312.8,320.3,35.6,52.9,115.9,312.8,44.6,54.2,130.6,40.1,42.8,33.2,98.2,19.5,101.1,59.2,174.7,52.3,179.3,244.6,184.3,269.0,46.8,29.7,53.6,220.5,52.1,72.7,126.9,42.4,67.6,41.1,79.6,19.2,113.0,67.6,166.1,52.5,194.9,151.1,258.7,151.1,67.2,38.2,49.8,203.8,114.9,131.9,174.7,120.1,143.1,121.2,170.3,77.7,206.9,124.5,249.1,82.5,220.5,253.8,236.0,143.1,140.1,90.2,119.0,181.8,249.1,292.4,258.7,286.2,354.0,258.7,560.5,517.4,463.9,498.3,420.4,434.0,292.4,336.3,672.7,224.2,373.7,463.9,448.4,373.7,84.0,84.6,189.4,344.9,107.6,42.7,70.8,363.6,120.1,67.2,80.0,244.6,192.2,134.5,122.3,263.8,640.6,434.0,320.3,384.4
live,2026-08-06-10-11,2026-08-06T13:24:15+09:00,1.1,3.3,42.0,12.0,42.0,84.0,20.2,16.5,16.8,36.5,38.3,60.0,53.2,84.4,37.1,73.2,59.8,90.4,39.7,79.4,83.6,110.2,117.1,144.3,210.8,233.1,21.9,13.8,15.7,42.8,47.3,38.3,47.6,92.1,40.0,47.1,32.1,48.8,39.1,50.6,39.9,46.0,143.4,156.4,123.6,132.4,89.7,141.7,104.9,192.4,121.2,64.3,85.6,93.9,216.4,101.8,159.5,346.3,224.4,159.5,327.6,230.9,346.3,378.8,341.4,757.6,89.7,222.4,155.4,202.0,94.7,117.1,104.9,123.0,242.4,166.0,281.9,295.6,220.4,140.9,257.9,159.5,425.3,242.4,475.3,306.8,77.4,133.9,175.6,220.4,73.9,75.2,106.8,117.1,233.1,178.2,323.2,410.9,257.9,173.1,384.8,193.9,303.0,192.4,410.9,314.8,367.3,457.4,466.2,577.2,432.9,281.9,346.3,306.8,551.0,457.4,865.8,865.8,638.0,457.4,295.6,563.8,782.0,372.9,932.4,638.0
live,2026-08-06-09-12,2026-08-06T16:10:45+09:00,1.0,5.0,0.0,20.2,20.2,0.0,10.7,5.4,47.2,40.0,21.1,15.9,72.7,76.0,6.0,10.1,30.8,20.2,146.3,148.4,121.1,236.0,109.0,166.2,126.6,360.0,69.2,29.0,181.3,173.7,213.8,207.6,538.0,685.5,60.0,147.6,297.8,292.6,505.4,909.8,695.0,926.7,714.8,1137.0,962.3,1352.0,123.5,94.0,219.4,376.2,248.9,231.6,685.5,338.1,171.9,220.4,617.8,532.3,538.0,820.3,1000.0,758.2,944.1,1787.0,1042.0,1614.0,15.0,27.9,51.7,41.8,35.1,87.9,153.9,129.6,124.1,183.3,442.8,438.9,137.8,180.0,365.2,187.4,133.0,173.7,424.0,256.6,581.8,602.9,526.7,834.0,877.9,820.3,862.7,1316.0,575.1,1112.0,1316.0,1191.0,602.9,610.2,1220.0,526.7,495.4,1251.0,1563.0,1087.0,685.5,926.7,676.2,1853.0,1042.0,1471.0,1251.0,2274.0,1163.0,2274.0,1064.0,2502.0,367.9,467.6,1163.0,1021.0,1516.0,1516.0,1853.0,1283.0
live,2026-08-06-19-03,2026-08-06T16:11:04+09:00,1.3,2.1,10.5,0.0,0.0,0.0,27.7,8.5,48.8,53.8,23.8,48.0,85.0,126.8,17.2,69.1,35.2,91.4,85.8,94.4,134.9,386.4,55.9,146.5,103.6,354.2,36.4,11.3,61.1,54.5,68.5,31.0,106.2,101.2,16.1,22.3,48.0,38.2,123.2,197.7,134.9,229.7,212.5,283.4,193.2,472.3,48.0,83.3,134.9,163.5,160.4,48.8,116.4,59.8,123.2,73.2,274.2,218.0,149.1,173.5,250.0,202.4,340.0,472.3,404.8,447.4,32.4,95.5,100.0,121.4,38.1,70.8,89.4,48.5,130.8,109.0,180.8,166.7,184.8,197.7,163.5,404.8,257.6,229.7,250.0,386.4,166.7,180.8,207.3,223.7,82.5,202.4,188.9,354.2,274.2,274.2,303.6,303.6,242.9,212.5,425.1,607.2,772.9,447.4,566.8,708.5,327.0,531.3,265.6,850.2,404.8,531.3,293.1,654.0,772.9,708.5,607.2,500.1,944.6,425.1,654.0,1700.0,1062.0,944.6,566.8,1062.0
live,2026-08-06-24-03,2026-08-06T16:11:26+09:00,2.5,2.1,0.0,5.5,4.6,13.8,15.3,7.6,11.7,74.3,30.6,49.3,74.9,221.3,21.3,62.6,30.6,224.7,30.3,90.2,53.3,350.4,265.1,426.6,397.7,892.0,22.1,10.4,14.5,107.4,66.5,66.2,79.3,319.9,21.3,60.6,22.1,189.9,37.3,94.6,36.5,229.9,316.5,795.5,588.7,535.2,100.8,152.5,189.9,459.9,144.2,126.3,157.4,198.8,203.0,177.3,226.4,774.6,239.3,219.6,272.5,588.7,1177.0,817.6,1090.0,949.5,57.6,155.7,89.2,403.2,53.5,132.0,57.0,210.2,245.3,211.7,216.4,735.9,108.6,71.4,180.5,363.4,754.7,516.4,1051.0,754.7,79.5,245.3,133.1,639.9,73.0,198.8,76.2,372.6,358.9,372.6,439.3,919.8,135.0,95.8,334.5,516.4,654.1,555.4,949.5,717.9,639.9,1549.0,1051.0,1177.0,817.6,919.8,865.7,841.0,1839.0,1226.0,1635.0,1338.0,1226.0,817.6,1549.0,919.8,1401.0,1132.0,1401.0,1549.0
live,2026-08-06-12-09,2026-08-06T18:48:29+09:00,2.3,23.7,1.2,31.6,37.9,37.9,65.3,138.5,171.1,178.6,38.0,33.0,17.9,22.8,196.7,103.8,192.4,202.4,162.5,57.1,217.6,119.7,281.0,80.4,244.0,143.1,191.9,385.8,366.3,403.4,209.6,477.0,313.0,340.4,579.4,717.7,1130.0,989.7,549.4,502.6,1055.0,744.6,744.6,610.5,1235.0,1114.0,39.8,20.3,10.0,11.6,87.0,109.1,73.2,76.6,38.4,98.5,23.9,24.6,14.3,48.5,25.0,9.1,20.8,69.7,33.9,13.6,565.0,278.0,426.0,435.3,880.3,821.3,1062.0,890.2,251.3,592.3,226.9,210.4,540.1,890.2,239.6,297.2,766.0,1083.0,374.9,680.9,451.4,115.0,459.2,227.9,692.8,504.2,866.0,714.5,89.0,274.2,168.9,64.9,592.3,1114.0,334.0,557.1,226.6,620.0,94.1,502.6,762.4,212.4,817.1,501.0,1350.0,727.6,1350.0,1083.0,158.7,427.2,231.2,104.6,1274.0,1295.0,627.3,937.3,538.3,983.6,148.0,675.1
live,2026-08-07-09-03,2026-08-07T11:22:09+09:00,1.0,0.0,0.0,0.0,0.0,0.0,40.3,47.6,57.4,150.4,81.0,22.6,24.1,106.4,40.8,17.1,12.6,64.9,50.9,21.8,17.2,62.7,193.4,236.9,193.4,270.7,117.0,71.8,96.7,305.7,225.6,296.1,236.9,236.9,178.8,326.8,249.4,394.9,185.8,315.9,676.9,430.8,557.5,430.8,729.0,789.8,148.0,42.1,34.3,124.7,231.1,189.5,166.2,54.4,52.9,189.5,52.3,185.8,70.7,215.4,46.9,152.8,338.4,473.8,278.7,263.2,90.2,47.3,31.3,145.8,126.3,249.4,197.4,243.0,79.6,379.1,46.4,210.6,38.0,112.8,40.3,44.9,137.3,351.0,338.4,92.0,84.6,50.1,41.9,79.6,145.8,197.4,243.0,315.9,75.8,236.9,60.3,126.3,40.3,163.4,38.3,42.8,157.9,430.8,172.3,83.1,676.9,526.5,338.4,557.5,1053.0,430.8,861.6,631.8,557.5,947.7,498.8,451.3,305.7,263.2,498.8,133.4,498.8,947.7,526.5,145.8
live,2026-08-07-14-07,2026-08-07T11:22:28+09:00,2.7,0.0,2.3,1.8,0.0,0.0,48.8,80.3,171.4,122.4,34.1,13.9,66.1,67.1,59.6,21.2,84.2,76.6,238.7,205.0,240.4,484.4,348.2,247.6,215.6,742.8,131.6,188.8,321.4,477.5,154.7,184.6,227.4,491.5,251.3,232.1,576.3,522.3,491.5,327.7,1012.0,928.5,742.8,955.0,983.1,1671.0,33.4,10.5,45.5,42.6,67.5,45.6,88.9,80.1,7.9,18.5,15.3,11.1,106.7,124.2,46.4,107.8,98.0,140.4,47.4,127.5,107.8,30.5,99.1,87.0,191.0,121.5,285.7,172.3,22.9,63.4,42.5,28.8,180.6,321.4,112.5,197.8,151.9,228.9,89.6,288.1,278.5,393.2,293.2,668.5,607.7,371.4,655.4,879.6,428.5,514.2,315.3,857.1,330.9,642.8,293.2,711.2,1012.0,1337.0,630.7,1114.0,642.8,566.5,711.2,1671.0,1392.0,682.2,1453.0,2089.0,566.5,668.5,210.2,742.8,642.8,1337.0,212.9,1078.0,1759.0,2571.0,1078.0,1759.0
live,2026-08-07-17-02,2026-08-07T11:22:48+09:00,1.0,5.5,19.5,39.0,0.0,39.0,7.9,41.8,32.9,8.8,12.1,64.2,50.2,20.8,144.2,212.9,275.3,206.5,101.3,122.2,286.9,128.5,20.3,39.8,158.4,124.4,13.9,71.3,55.9,11.9,33.0,126.7,91.7,27.6,229.0,278.1,439.6,180.5,191.9,200.4,413.0,158.4,22.5,34.4,125.0,132.9,66.8,178.1,162.2,75.7,76.7,178.1,115.5,43.6,446.8,349.4,462.0,378.6,368.3,286.9,545.2,313.3,115.0,84.1,345.0,250.0,425.9,633.9,664.8,633.9,495.6,619.5,478.2,290.0,1185.0,1090.0,649.0,649.0,681.5,736.7,851.8,592.6,778.8,320.7,1090.0,851.8,198.9,358.6,681.5,243.3,336.5,406.8,908.6,389.4,580.0,556.3,1090.0,605.7,2271.0,1298.0,2096.0,1009.0,345.0,281.0,400.8,717.3,42.0,110.3,340.7,272.6,42.3,64.5,201.9,185.4,148.9,106.9,368.3,373.4,534.5,349.4,605.7,851.8,395.0,320.7,432.7,851.8
live,2026-08-07-04-04,2026-08-07T13:15:18+09:00,2.0,26.2,1.3,0.0,0.0,13.1,25.1,32.9,45.0,141.3,22.2,17.3,18.2,88.9,50.4,39.1,56.6,157.5,72.7,40.8,80.8,240.1,293.5,309.4,248.8,582.1,52.8,70.0,84.3,196.2,62.9,53.8,53.9,189.7,112.6,78.0,116.8,296.0,146.1,89.6,129.1,373.3,369.2,497.7,434.7,715.5,30.8,24.5,19.8,66.4,47.9,31.8,31.7,68.1,43.3,40.4,24.3,84.1,34.8,37.9,29.4,97.5,283.8,293.5,192.9,279.2,137.9,102.5,137.3,268.3,146.7,95.6,111.1,176.1,97.5,87.3,67.4,192.9,135.7,118.8,86.0,236.8,418.8,373.3,354.0,660.4,126.7,72.0,161.2,346.9,139.6,95.4,131.5,268.3,70.3,85.8,83.1,281.5,198.5,169.1,104.3,381.6,700.8,817.7,545.1,817.7,746.6,763.2,536.6,1431.0,700.8,563.0,954.0,981.2,686.8,686.8,624.4,903.7,746.6,954.0,700.8,1320.0,981.2,1272.0,837.6,1272.0
live,2026-08-07-09-07,2026-08-07T13:15:37+09:00,2.2,6.7,1.6,0.0,0.0,6.7,37.0,55.4,148.3,116.8,70.3,72.2,114.3,91.5,73.2,156.8,177.0,130.7,166.3,228.7,228.7,366.0,127.6,148.3,148.3,305.0,87.1,70.3,211.1,211.1,57.7,41.2,196.0,42.8,69.4,59.0,499.0,103.5,203.3,366.0,686.2,610.0,392.1,57.1,140.7,784.2,46.9,21.4,49.0,33.0,38.6,25.0,124.7,12.3,26.2,24.2,42.2,12.6,219.6,211.1,261.4,422.3,53.3,17.5,13.1,499.0,62.3,109.8,140.7,171.5,58.4,55.4,211.1,85.7,127.6,55.4,177.0,68.6,274.5,457.5,322.9,366.0,127.6,107.6,77.3,288.9,211.1,249.5,322.9,343.1,249.5,219.6,288.9,366.0,343.1,366.0,499.0,422.3,392.1,610.0,784.2,366.0,610.0,1098.0,915.0,499.0,288.9,499.0,549.0,1098.0,392.1,112.0,211.1,784.2,274.5,63.1,33.8,392.1,305.0,177.0,112.0,366.0,784.2,915.0,549.0,422.3
live,2026-08-07-14-10,2026-08-07T13:15:59+09:00,2.3,2.6,7.6,2.8,34.5,34.5,20.1,15.2,62.7,49.5,37.3,49.3,105.7,131.9,25.4,45.1,78.1,58.1,117.8,173.2,149.4,246.7,173.2,346.5,180.0,326.7,23.9,15.7,67.5,41.3,45.7,19.6,65.2,51.3,20.9,15.9,45.5,21.6,167.7,142.0,131.4,186.4,179.1,141.7,71.4,254.1,93.4,100.1,200.0,269.0,100.6,55.7,128.0,99.5,127.7,71.7,192.1,145.9,418.3,256.0,295.7,497.1,581.4,317.6,273.3,653.4,37.0,97.0,90.0,79.7,36.0,35.9,62.8,33.3,145.3,63.2,166.5,121.8,93.2,69.4,157.3,77.6,104.2,55.8,142.9,98.0,298.3,426.1,291.9,423.5,363.0,307.6,246.7,379.0,779.6,442.6,770.8,857.6,313.2,269.0,576.5,298.3,788.6,618.1,847.0,523.7,612.5,1106.0,653.4,1225.0,722.2,641.2,226.4,1143.0,1294.0,679.3,779.6,1345.0,629.4,249.4,618.1,700.1,1089.0,1089.0,1345.0,797.7
